id	source	pmid	doi	title	authorString	journalTitle	pubYear	journalIssn	pubType	isOpenAccess	inEPMC	inPMC	hasPDF	hasBook	hasSuppl	citedByCount	hasReferences	hasTextMinedTerms	hasDbCrossReferences	hasLabsLinks	hasTMAccessionNumbers	firstIndexDate	firstPublicationDate	pmcid	issue	journalVolume	pageInfo
33100486	MED	33100486	10.1016/j.mjafi.2020.08.003	Paper mills and on-demand publishing: Risks to the integrity of journal indexing and metrics.	Teixeira da Silva JA.	Med J Armed Forces India	2020	0377-1237; 2213-4743; 	letter; journal article	Y	Y	N	Y	N	N	0	Y	N	N	N	N	2020-10-26	2020-10-21	PMC7575437	NA	NA	NA
32669382	MED	32669382	10.1128/jcm.00382-20	A Comprehensive Genomics Solution for HIV Surveillance and Clinical Monitoring in Low-Income Settings.	Bonsall D, Golubchik T, de Cesare M, Limbada M, Kosloff B, MacIntyre-Cockett G, Hall M, Wymant C, Ansari MA, Abeler-Dörner L, Schaap A, Brown A, Barnes E, Piwowar-Manning E, Eshleman S, Wilson E, Emel L, Hayes R, Fidler S, Ayles H, Bowden R, Fraser C, HPTN 071 (PopART) Team.	J Clin Microbiol	2020	0095-1137; 1098-660x; 	research-article; journal article	Y	Y	N	Y	N	Y	0	N	Y	N	Y	N	2020-07-17	2020-09-22	PMC7512176	10	58	NA
32187374	MED	32187374	10.1093/nar/gkaa180	Computational identification of cell-specific variable regions in ChIP-seq data.	Andreani T, Albrecht S, Fontaine JF, Andrade-Navarro MA.	Nucleic Acids Res	2020	0305-1048; 1362-4962; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2020-03-19	2020-05-01	PMC7229859	9	48	e53
31842743	MED	31842743	10.1186/s12859-019-3309-0	shinyBN: an online application for interactive Bayesian network inference and visualization.	Chen J, Zhang R, Dong X, Lin L, Zhu Y, He J, Christiani DC, Wei Y, Chen F.	BMC Bioinformatics	2019	1471-2105	research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	N	2019-12-28	2019-12-16	PMC6916222	1	20	711
31016417	MED	31016417	10.1186/s13321-019-0349-4	DNAmod: the DNA modification database.	Sood AJ, Viner C, Hoffman MM.	J Cheminform	2019	1758-2946	research-article; journal article	Y	Y	N	Y	N	N	6	Y	Y	N	Y	N	2019-04-25	2019-04-23	PMC6478773	1	11	30
28058408	MED	28058408	10.1145/2971648.2971753	mSieve: Differential Behavioral Privacy in Time Series of Mobile Sensor Data.	Saleheen N, Chakraborty S, Ali N, Mahbubur Rahman M, Hossain SM, Bari R, Buder E, Srivastava M, Kumar S.	Proc ACM Int Conf Ubiquitous Comput	2016	NA	research-article; journal article	N	Y	N	Y	N	N	1	Y	Y	N	N	N	2017-01-13	2016-09-01	PMC5207660	NA	2016	706-717
31855064	MED	31855064	10.1089/cmb.2019.0295	PeakPass: Automating ChIP-Seq Blacklist Creation.	Wimberley CE, Heber S.	J Comput Biol	2019	1066-5277; 1557-8666; 	journal article	N	N	N	N	N	N	0	N	Y	N	Y	N	2019-12-28	2019-12-18	NA	NA	NA	NA
32661261	MED	32661261	10.1038/s41467-020-17155-y	Deep learning for genomics using Janggu.	Kopp W, Monti R, Tamburrini A, Ohler U, Akalin A.	Nat Commun	2020	2041-1723	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	1	Y	Y	N	Y	N	2020-07-15	2020-07-13	PMC7359359	1	11	3488
32297306	MED	32297306	10.1007/s11845-020-02227-1	The ICMJE recommendations: challenges in fortifying publishing integrity.	Teixeira da Silva JA.	Ir J Med Sci	2020	0021-1265; 1863-4362; 	journal article	N	N	N	N	N	N	0	N	N	N	Y	N	2020-04-17	2020-04-15	NA	4	189	1179-1181
31624246	MED	31624246	10.1038/s41467-019-12464-3	Single-cell transcriptomics of human T cells reveals tissue and activation signatures in health and disease.	Szabo PA, Levitin HM, Miron M, Snyder ME, Senda T, Yuan J, Cheng YL, Bush EC, Dogra P, Thapa P, Farber DL, Sims PA.	Nat Commun	2019	2041-1723	research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	Y	12	Y	Y	Y	Y	Y	2019-10-22	2019-10-17	PMC6797728	1	10	4706
33199677	MED	33199677	10.1038/s41467-020-19452-y	Enhancer hijacking determines extrachromosomal circular MYCN amplicon architecture in neuroblastoma.	Helmsauer K, Valieva ME, Ali S, Chamorro González R, Schöpflin R, Röefzaad C, Bei Y, Dorado Garcia H, Rodriguez-Fos E, Puiggròs M, Kasack K, Haase K, Keskeny C, Chen CY, Kuschel LP, Euskirchen P, Heinrich V, Robson MI, Rosswog C, Toedling J, Szymansky A, Hertwig F, Fischer M, Torrents D, Eggert A, Schulte JH, Mundlos S, Henssen AG, Koche RP.	Nat Commun	2020	2041-1723	research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	Y	0	N	Y	N	Y	Y	2020-11-18	2020-11-16	PMC7669906	1	11	5823
33168136	MED	33168136	10.7554/elife.58630	The Drosophila Individual Activity Monitoring and Detection System (DIAMonDS).	Seong KH, Matsumura T, Shimada-Niwa Y, Niwa R, Kang S.	Elife	2020	2050-084x	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	0	N	Y	N	Y	N	2020-11-11	2020-11-10	PMC7655107	NA	9	NA
32051617	MED	32051617	10.1038/s41596-019-0247-2	CellTagging: combinatorial indexing to simultaneously map lineage and identity at single-cell resolution.	Kong W, Biddy BA, Kamimoto K, Amrute JM, Butka EG, Morris SA.	Nat Protoc	2020	1754-2189; 1750-2799; 	research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural	N	Y	N	Y	N	Y	1	Y	Y	N	Y	Y	2020-02-14	2020-02-12	PMC7427510	3	15	750-772
30181150	MED	30181150	10.1503/cmaj.180154	How predatory journals leak into PubMed.	Manca A, Moher D, Cugusi L, Dvir Z, Deriu F.	CMAJ	2018	0820-3946; 1488-2329; 	other; research support, non-u.s. gov't; journal article	N	Y	N	Y	N	N	10	Y	N	N	Y	N	2018-09-05	2018-09-01	PMC6148641	35	190	E1042-E1045
PMC7304021	PMC	NA	NA	Ringer: Systematic Mining of Malicious Domains by Dynamic Graph Convolutional Network	Krzhizhanovskaya V, Závodszky G, Lees M, Dongarra J, Sloot P, Brissos S, Teixeira J, Liu Z, Li S, Zhang Y, Yun X, Peng C.	Computational Science – ICCS 202020th International Conference, Amsterdam, The Netherlands, June 3–5, 2020, Proceedings, Part III	2020	NA	chapter-article	Y	Y	Y	Y	N	N	0	N	Y	N	N	N	2020-07-02	2020-05-22	PMC7304021	NA	12139	379-398
32736575	MED	32736575	10.1186/s12885-020-07198-1	Novel bioinformatic classification system for genetic signatures identification in diffuse large B-cell lymphoma.	Zhang W, Yang L, Guan YQ, Shen KF, Zhang ML, Cai HD, Wang JC, Wang Y, Huang L, Cao Y, Wang N, Tan XH, Young KH, Xiao M, Zhou JF.	BMC Cancer	2020	1471-2407	research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	N	2020-08-09	2020-07-31	PMC7393908	1	20	714
33123092	MED	33123092	10.3389/fendo.2020.573452	Sex-Specific Differences in the Association of Metabolically Healthy Obesity With Hyperuricemia and a Network Perspective in Analyzing Factors Related to Hyperuricemia.	Tian S, Liu Y, Feng A, Zhang S.	Front Endocrinol (Lausanne)	2020	1664-2392	research-article; journal article	Y	Y	N	Y	N	Y	0	N	Y	N	Y	N	2020-10-31	2020-10-06	PMC7573308	NA	11	573452
30917859	MED	30917859	10.1186/s13059-019-1670-y	Alevin efficiently estimates accurate gene abundances from dscRNA-seq data.	Srivastava A, Malik L, Smith T, Sudbery I, Patro R.	Genome Biol	2019	1474-7596; 1474-760x; 	research support, non-u.s. gov't; research-article; research support, u.s. gov't, non-p.h.s.; evaluation study; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	Y	9	Y	Y	N	Y	Y	2019-03-29	2019-03-27	PMC6437997	1	20	65
31707992	MED	31707992	10.1186/s13059-019-1849-2	Impact of mouse contamination in genomic profiling of patient-derived models and best practice for robust analysis.	Jo SY, Kim E, Kim S.	Genome Biol	2019	1474-7596; 1474-760x; 	research support, non-u.s. gov't; research-article; evaluation study; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	N	2019-11-12	2019-11-11	PMC6844030	1	20	231
32997724	MED	32997724	10.1371/journal.pone.0239943	Measurement-based evaluation of Google/Apple Exposure Notification API for proximity detection in a light-rail tram.	Leith DJ, Farrell S.	PLoS One	2020	1932-6203	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	N	N	2020-10-14	2020-09-30	PMC7526892	9	15	e0239943
33011716	MED	33011716	10.1556/1886.2020.00023	Dos and don'ts of a successfully peer-reviewed publication: From A-Z.	Behzadi P, Gajdács M.	Eur J Microbiol Immunol (Bp)	2020	2062-509x; 2062-8633; 	review-article; journal article	Y	Y	N	Y	N	N	0	N	Y	N	Y	N	2020-10-16	2020-10-03	PMC7592513	NA	NA	NA
PMC7461533	PMC	NA	NA	The curious case of Panama	Gutierrez Fernandez P.	Risk Management and Insurance Review	2020	1098-1616	research-article; journal article	Y	Y	Y	Y	N	N	0	N	Y	N	N	N	2020-09-04	2020-08-19	PMC7461533	NA	NA	NA
32542473	MED	32542473	10.1007/s11013-020-09678-2	Social Exclusion and Care in Underclass Japan: Attunement as Techniques of Belonging.	Kim J.	Cult Med Psychiatry	2020	0165-005x; 1573-076x; 	journal article	N	N	N	N	N	N	0	N	N	N	Y	N	2020-06-17	2020-06-15	NA	NA	NA	NA
PMC7338187	PMC	NA	NA	It Never Rains but It Pours: Analyzing and Detecting Fake Removal Information Advertisement Sites	Maurice C, Bilge L, Stringhini G, Neves N, Koide T, Chiba D, Akiyama M, Yoshioka K, Matsumoto T.	Detection of Intrusions and Malware, and Vulnerability Assessment17th International Conference, DIMVA 2020, Lisbon, Portugal, June 24–26, 2020, Proceedings	2020	NA	chapter-article	Y	Y	Y	Y	N	N	0	N	Y	N	N	N	2020-07-15	2020-06-11	PMC7338187	NA	12223	171-191
32239215	MED	32239215	10.1093/nar/gkaa197	Isolation and analysis of rereplicated DNA by Rerep-Seq.	Menzel J, Tatman P, Black JC.	Nucleic Acids Res	2020	0305-1048; 1362-4962; 	research support, non-u.s. gov't; research-article; validation study; journal article; research support, n.i.h., extramural	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2020-04-03	2020-06-01	PMC7261181	10	48	e58
31242211	MED	31242211	10.1371/journal.pone.0218532	Strategies to avoid blacklisting: The case of statistics on money laundering.	Ferwerda J, Deleanu IS, Unger B.	PLoS One	2019	1932-6203	research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	N	2019-06-27	2019-06-26	PMC6594610	6	14	e0218532
32324215	MED	32324215	10.1093/nar/gkaa252	TFmotifView: a webserver for the visualization of transcription factor motifs in genomic regions.	Leporcq C, Spill Y, Balaramane D, Toussaint C, Weber M, Bardet AF.	Nucleic Acids Res	2020	0305-1048; 1362-4962; 	research support, non-u.s. gov't; research-article; journal article	Y	Y	N	Y	N	Y	0	Y	Y	N	Y	Y	2020-04-24	2020-07-01	PMC7319436	w1	48	W208-W217
33263092	MED	33263092	10.1007/s42001-020-00093-6	Understanding high- and low-quality URL Sharing on COVID-19 Twitter streams.	Singh L, Bode L, Budak C, Kawintiranon K, Padden C, Vraga E.	J Comput Soc Sci	2020	2432-2717; 2432-2725; 	research-article; journal article	Y	Y	N	Y	N	N	0	N	N	N	Y	N	2020-12-03	2020-11-27	PMC7691185	NA	NA	1-24
33132804	MED	33132804	10.1016/j.jtumed.2020.07.010	Understanding of medical students about predatory journals: A comparative study from KSA and New Zealand.	Alamri Y, Al-Busaidi IS, Bintalib MG, Abu-Zaid A.	J Taibah Univ Med Sci	2020	1658-3612	research-article; journal article	Y	Y	N	Y	N	N	0	N	Y	N	Y	N	2020-11-03	2020-08-21	PMC7564899	5	15	339-343
32657394	MED	32657394	10.1093/bioinformatics/btaa450	A Bayesian framework for inter-cellular information sharing improves dscRNA-seq quantification.	Srivastava A, Malik L, Sarkar H, Patro R.	Bioinformatics	2020	1367-4803; 1367-4811; 	research-article; journal article	Y	Y	N	Y	N	N	0	Y	Y	N	Y	N	2020-07-17	2020-07-01	PMC7355277	supplement_1	36	i292-i299
33154517	MED	33154517	10.1038/s41598-020-76203-1	Deep learning approach for predicting functional Z-DNA regions using omics data.	Beknazarov N, Jin S, Poptsova M.	Sci Rep	2020	2045-2322	research-article; journal article	Y	Y	N	Y	N	Y	0	N	Y	N	Y	N	2020-11-07	2020-11-05	PMC7644757	1	10	19134
